Date,Tailings,Chainage
2024-09-29 00:00:00,1151.749,4+700
2024-09-29 00:00:00,1152.171,4+550
2024-09-29 00:00:00,1152.666,4+400
2024-09-29 00:00:00,1153.509,4+250
2024-09-29 00:00:00,1154.186,4+050
2024-09-29 00:00:00,1154.454,0+150
2024-09-29 00:00:00,1154.674,0+300
2024-09-29 00:00:00,1155.109,3+900
2024-09-29 00:00:00,1156.031,0+450
2024-09-29 00:00:00,1156.071,3+750
2024-09-29 00:00:00,1156.862,3+600
2024-09-29 00:00:00,1157.554,0+600
2024-09-29 00:00:00,1157.802,3+450
2024-09-29 00:00:00,1158.291,3+250
2024-09-29 00:00:00,1158.358,0+750
2024-09-29 00:00:00,1158.488,3+100
2024-09-29 00:00:00,1158.69,0+900
2024-09-29 00:00:00,1158.969,1+050
2024-09-29 00:00:00,1159.16,1+200
2024-09-29 00:00:00,1159.416,2+950
2024-09-29 00:00:00,1160.059,2+800
2024-09-29 00:00:00,1160.555,2+650
2024-09-29 00:00:00,1160.594,1+350
2024-09-29 00:00:00,1160.607,1+500
2024-09-29 00:00:00,1160.703,2+050
2024-09-29 00:00:00,1160.838,2+500
2024-09-29 00:00:00,1160.914,1+650
2024-09-29 00:00:00,1161.063,1+800
2024-09-29 00:00:00,1161.078,2+350
2024-09-29 00:00:00,1161.446,2+200
2024-10-06 00:00:00,,0+000
2024-10-06 00:00:00,,0+050
2024-10-06 00:00:00,,0+100
2024-10-06 00:00:00,,0+200
2024-10-06 00:00:00,,0+250
2024-10-06 00:00:00,,0+350
2024-10-06 00:00:00,,0+400
2024-10-06 00:00:00,,0+500
2024-10-06 00:00:00,,0+550
2024-10-06 00:00:00,,0+650
2024-10-06 00:00:00,,0+700
2024-10-06 00:00:00,,0+800
2024-10-06 00:00:00,,0+850
2024-10-06 00:00:00,,0+950
2024-10-06 00:00:00,,1+000
2024-10-06 00:00:00,,1+100
2024-10-06 00:00:00,,1+150
2024-10-06 00:00:00,,1+250
2024-10-06 00:00:00,,1+300
2024-10-06 00:00:00,,1+400
2024-10-06 00:00:00,,1+450
2024-10-06 00:00:00,,1+550
2024-10-06 00:00:00,,1+600
2024-10-06 00:00:00,,1+700
2024-10-06 00:00:00,,1+750
2024-10-06 00:00:00,,1+850
2024-10-06 00:00:00,,1+900
2024-10-06 00:00:00,,1+950
2024-10-06 00:00:00,,2+000
2024-10-06 00:00:00,,2+100
2024-10-06 00:00:00,,2+150
2024-10-06 00:00:00,,2+250
2024-10-06 00:00:00,,2+300
2024-10-06 00:00:00,,2+400
2024-10-06 00:00:00,,2+450
2024-10-06 00:00:00,,2+550
2024-10-06 00:00:00,,2+600
2024-10-06 00:00:00,,2+700
2024-10-06 00:00:00,,2+750
2024-10-06 00:00:00,,2+850
2024-10-06 00:00:00,,2+900
2024-10-06 00:00:00,,3+000
2024-10-06 00:00:00,,3+050
2024-10-06 00:00:00,,3+150
2024-10-06 00:00:00,,3+200
2024-10-06 00:00:00,,3+300
2024-10-06 00:00:00,,3+350
2024-10-06 00:00:00,,3+400
2024-10-06 00:00:00,,3+500
2024-10-06 00:00:00,,3+550
2024-10-06 00:00:00,,3+650
2024-10-06 00:00:00,,3+700
2024-10-06 00:00:00,,3+800
2024-10-06 00:00:00,,3+850
2024-10-06 00:00:00,,3+950
2024-10-06 00:00:00,,4+000
2024-10-06 00:00:00,,4+100
2024-10-06 00:00:00,,4+150
2024-10-06 00:00:00,,4+200
2024-10-06 00:00:00,,4+300
2024-10-06 00:00:00,,4+350
2024-10-06 00:00:00,,4+450
2024-10-06 00:00:00,,4+500
2024-10-06 00:00:00,,4+600
2024-10-06 00:00:00,,4+650
2024-10-06 00:00:00,,4+750
2024-10-06 00:00:00,,4+800
2024-10-06 00:00:00,,4+900
2024-10-06 00:00:00,,4+950
2024-10-06 00:00:00,,5+050
2024-10-06 00:00:00,,5+100
2024-10-06 00:00:00,,5+200
2024-10-06 00:00:00,,5+250
2024-10-06 00:00:00,,5+350
2024-10-06 00:00:00,,5+400
2024-10-06 00:00:00,,5+450
2024-10-06 00:00:00,,5+500
2024-10-06 00:00:00,,5+550
2024-10-06 00:00:00,,5+600
2024-10-06 00:00:00,,5+650
2024-10-06 00:00:00,,5+700
2024-10-06 00:00:00,,5+750
2024-10-06 00:00:00,,5+800
2024-10-06 00:00:00,,5+850
2024-10-06 00:00:00,,5+900
2024-10-06 00:00:00,,5+950
2024-10-06 00:00:00,,6+000
2024-10-06 00:00:00,1147.31,Barge
2024-10-06 00:00:00,1147.31,RD2
2024-10-06 00:00:00,1149.67,RD1
2024-10-06 00:00:00,1149.821,5+300
2024-10-06 00:00:00,1150.218,5+150
2024-10-06 00:00:00,1150.777,5+000
2024-10-06 00:00:00,1151.277,4+850
2024-10-06 00:00:00,1151.737,4+700
2024-10-06 00:00:00,1152.17,4+550
2024-10-06 00:00:00,1152.654,4+400
2024-10-06 00:00:00,1153.513,4+250
2024-10-06 00:00:00,1154.221,4+050
2024-10-06 00:00:00,1155.103,3+900
2024-10-06 00:00:00,1155.129,0+150
2024-10-06 00:00:00,1155.37,0+300
2024-10-06 00:00:00,1156.038,3+750
2024-10-06 00:00:00,1156.877,3+600
2024-10-06 00:00:00,1156.937,0+450
2024-10-06 00:00:00,1157.711,0+600
2024-10-06 00:00:00,1157.799,3+450
2024-10-06 00:00:00,1158.251,3+250
2024-10-06 00:00:00,1158.481,3+100
2024-10-06 00:00:00,1158.564,0+750
2024-10-06 00:00:00,1158.702,0+900
2024-10-06 00:00:00,1159.161,1+200
2024-10-06 00:00:00,1159.246,1+050
2024-10-06 00:00:00,1159.375,2+950
2024-10-06 00:00:00,1160.002,2+800
2024-10-06 00:00:00,1160.525,1+350
2024-10-06 00:00:00,1160.526,1+500
2024-10-06 00:00:00,1160.531,2+650
2024-10-06 00:00:00,1160.682,2+050
2024-10-06 00:00:00,1160.829,1+650
2024-10-06 00:00:00,1160.832,2+500
2024-10-06 00:00:00,1160.923,1+800
2024-10-06 00:00:00,1161.092,2+350
2024-10-06 00:00:00,1161.385,2+200
2024-10-13 00:00:00,,0+000
2024-10-13 00:00:00,,0+050
2024-10-13 00:00:00,,0+100
2024-10-13 00:00:00,,0+200
2024-10-13 00:00:00,,0+250
2024-10-13 00:00:00,,0+350
2024-10-13 00:00:00,,0+400
2024-10-13 00:00:00,,0+500
2024-10-13 00:00:00,,0+550
2024-10-13 00:00:00,,0+650
2024-10-13 00:00:00,,0+700
2024-10-13 00:00:00,,0+800
2024-10-13 00:00:00,,0+850
2024-10-13 00:00:00,,0+950
2024-10-13 00:00:00,,1+000
2024-10-13 00:00:00,,1+100
2024-10-13 00:00:00,,1+150
2024-10-13 00:00:00,,1+250
2024-10-13 00:00:00,,1+300
2024-10-13 00:00:00,,1+400
2024-10-13 00:00:00,,1+450
2024-10-13 00:00:00,,1+550
2024-10-13 00:00:00,,1+600
2024-10-13 00:00:00,,1+700
2024-10-13 00:00:00,,1+750
2024-10-13 00:00:00,,1+850
2024-10-13 00:00:00,,1+900
2024-10-13 00:00:00,,1+950
2024-10-13 00:00:00,,2+000
2024-10-13 00:00:00,,2+100
2024-10-13 00:00:00,,2+150
2024-10-13 00:00:00,,2+250
2024-10-13 00:00:00,,2+300
2024-10-13 00:00:00,,2+400
2024-10-13 00:00:00,,2+450
2024-10-13 00:00:00,,2+550
2024-10-13 00:00:00,,2+600
2024-10-13 00:00:00,,2+700
2024-10-13 00:00:00,,2+750
2024-10-13 00:00:00,,2+850
2024-10-13 00:00:00,,2+900
2024-10-13 00:00:00,,3+000
2024-10-13 00:00:00,,3+050
2024-10-13 00:00:00,,3+150
2024-10-13 00:00:00,,3+200
2024-10-13 00:00:00,,3+300
2024-10-13 00:00:00,,3+350
2024-10-13 00:00:00,,3+400
2024-10-13 00:00:00,,3+500
2024-10-13 00:00:00,,3+550
2024-10-13 00:00:00,,3+650
2024-10-13 00:00:00,,3+700
2024-10-13 00:00:00,,3+800
2024-10-13 00:00:00,,3+850
2024-10-13 00:00:00,,3+950
2024-10-13 00:00:00,,4+000
2024-10-13 00:00:00,,4+100
2024-10-13 00:00:00,,4+150
2024-10-13 00:00:00,,4+200
2024-10-13 00:00:00,,4+300
2024-10-13 00:00:00,,4+350
2024-10-13 00:00:00,,4+450
2024-10-13 00:00:00,,4+500
2024-10-13 00:00:00,,4+600
2024-10-13 00:00:00,,4+650
2024-10-13 00:00:00,,4+750
2024-10-13 00:00:00,,4+800
2024-10-13 00:00:00,,4+900
2024-10-13 00:00:00,,4+950
2024-10-13 00:00:00,,5+050
2024-10-13 00:00:00,,5+100
2024-10-13 00:00:00,,5+200
2024-10-13 00:00:00,,5+250
2024-10-13 00:00:00,,5+350
2024-10-13 00:00:00,,5+400
2024-10-13 00:00:00,,5+450
2024-10-13 00:00:00,,5+500
2024-10-13 00:00:00,,5+550
2024-10-13 00:00:00,,5+600
2024-10-13 00:00:00,,5+650
2024-10-13 00:00:00,,5+700
2024-10-13 00:00:00,,5+750
2024-10-13 00:00:00,,5+800
2024-10-13 00:00:00,,5+850
2024-10-13 00:00:00,,5+900
2024-10-13 00:00:00,,5+950
2024-10-13 00:00:00,,6+000
2024-10-13 00:00:00,1147.08,Barge
2024-10-13 00:00:00,1147.08,RD2
2024-10-13 00:00:00,1149.76,RD1
2024-10-13 00:00:00,1149.813,5+300
2024-10-13 00:00:00,1150.194,5+150
2024-10-13 00:00:00,1150.765,5+000
2024-10-13 00:00:00,1151.292,4+850
2024-10-13 00:00:00,1151.756,4+700
2024-10-13 00:00:00,1152.237,4+550
2024-10-13 00:00:00,1152.682,4+400
2024-10-13 00:00:00,1153.485,4+250
2024-10-13 00:00:00,1154.184,4+050
2024-10-13 00:00:00,1155.132,3+900
2024-10-13 00:00:00,1156.064,3+750
2024-10-13 00:00:00,1156.295,0+150
2024-10-13 00:00:00,1156.715,0+300
2024-10-13 00:00:00,1156.811,3+600
2024-10-13 00:00:00,1157.766,0+450
2024-10-13 00:00:00,1157.822,3+450
2024-10-13 00:00:00,1158.253,3+250
2024-10-13 00:00:00,1158.464,0+600
2024-10-13 00:00:00,1158.475,3+100
2024-10-13 00:00:00,1158.505,0+750
2024-10-13 00:00:00,1158.627,0+900
2024-10-13 00:00:00,1159.044,1+200
2024-10-13 00:00:00,1159.199,1+050
2024-10-13 00:00:00,1159.395,2+950
2024-10-13 00:00:00,1160.006,2+800
2024-10-13 00:00:00,1160.516,1+500
2024-10-13 00:00:00,1160.517,2+650
2024-10-13 00:00:00,1160.596,1+350
2024-10-13 00:00:00,1160.68,2+050
2024-10-13 00:00:00,1160.796,2+500
2024-10-13 00:00:00,1160.873,1+650
2024-10-13 00:00:00,1160.942,1+800
2024-10-13 00:00:00,1161.024,2+350
2024-10-13 00:00:00,1161.408,2+200
2024-10-20 00:00:00,,0+000
2024-10-20 00:00:00,,0+050
2024-10-20 00:00:00,,0+100
2024-10-20 00:00:00,,0+200
2024-10-20 00:00:00,,0+250
2024-10-20 00:00:00,,0+350
2024-10-20 00:00:00,,0+400
2024-10-20 00:00:00,,0+500
2024-10-20 00:00:00,,0+550
2024-10-20 00:00:00,,0+650
2024-10-20 00:00:00,,0+700
2024-10-20 00:00:00,,0+800
2024-10-20 00:00:00,,0+850
2024-10-20 00:00:00,,0+950
2024-10-20 00:00:00,,1+000
2024-10-20 00:00:00,,1+100
2024-10-20 00:00:00,,1+150
2024-10-20 00:00:00,,1+250
2024-10-20 00:00:00,,1+300
2024-10-20 00:00:00,,1+400
2024-10-20 00:00:00,,1+450
2024-10-20 00:00:00,,1+550
2024-10-20 00:00:00,,1+600
2024-10-20 00:00:00,,1+700
2024-10-20 00:00:00,,1+750
2024-10-20 00:00:00,,1+850
2024-10-20 00:00:00,,1+900
2024-10-20 00:00:00,,1+950
2024-10-20 00:00:00,,2+000
2024-10-20 00:00:00,,2+100
2024-10-20 00:00:00,,2+150
2024-10-20 00:00:00,,2+250
2024-10-20 00:00:00,,2+300
2024-10-20 00:00:00,,2+400
2024-10-20 00:00:00,,2+450
2024-10-20 00:00:00,,2+550
2024-10-20 00:00:00,,2+600
2024-10-20 00:00:00,,2+700
2024-10-20 00:00:00,,2+750
2024-10-20 00:00:00,,2+850
2024-10-20 00:00:00,,2+900
2024-10-20 00:00:00,,3+000
2024-10-20 00:00:00,,3+050
2024-10-20 00:00:00,,3+150
2024-10-20 00:00:00,,3+200
2024-10-20 00:00:00,,3+300
2024-10-20 00:00:00,,3+350
2024-10-20 00:00:00,,3+400
2024-10-20 00:00:00,,3+500
2024-10-20 00:00:00,,3+550
2024-10-20 00:00:00,,3+650
2024-10-20 00:00:00,,3+700
2024-10-20 00:00:00,,3+800
2024-10-20 00:00:00,,3+850
2024-10-20 00:00:00,,3+950
2024-10-20 00:00:00,,4+000
2024-10-20 00:00:00,,4+100
2024-10-20 00:00:00,,4+150
2024-10-20 00:00:00,,4+200
2024-10-20 00:00:00,,4+300
2024-10-20 00:00:00,,4+350
2024-10-20 00:00:00,,4+450
2024-10-20 00:00:00,,4+500
2024-10-20 00:00:00,,4+600
2024-10-20 00:00:00,,4+650
2024-10-20 00:00:00,,4+750
2024-10-20 00:00:00,,4+800
2024-10-20 00:00:00,,4+900
2024-10-20 00:00:00,,4+950
2024-10-20 00:00:00,,5+050
2024-10-20 00:00:00,,5+100
2024-10-20 00:00:00,,5+200
2024-10-20 00:00:00,,5+250
2024-10-20 00:00:00,,5+350
2024-10-20 00:00:00,,5+400
2024-10-20 00:00:00,,5+450
2024-10-20 00:00:00,,5+500
2024-10-20 00:00:00,,5+550
2024-10-20 00:00:00,,5+600
2024-10-20 00:00:00,,5+650
2024-10-20 00:00:00,,5+700
2024-10-20 00:00:00,,5+750
2024-10-20 00:00:00,,5+800
2024-10-20 00:00:00,,5+850
2024-10-20 00:00:00,,5+900
2024-10-20 00:00:00,,5+950
2024-10-20 00:00:00,,6+000
2024-10-20 00:00:00,1146.71,Barge
2024-10-20 00:00:00,1146.71,RD2
2024-10-20 00:00:00,1149.91,5+300
2024-10-20 00:00:00,1149.91,RD1
2024-10-20 00:00:00,1150.202,5+150
2024-10-20 00:00:00,1150.747,5+000
2024-10-20 00:00:00,1151.296,4+850
2024-10-20 00:00:00,1151.757,4+700
2024-10-20 00:00:00,1152.217,4+550
2024-10-20 00:00:00,1152.645,4+400
2024-10-20 00:00:00,1153.472,4+250
2024-10-20 00:00:00,1154.207,4+050
2024-10-20 00:00:00,1155.091,3+900
2024-10-20 00:00:00,1156.028,3+750
2024-10-20 00:00:00,1156.823,3+600
2024-10-20 00:00:00,1157.34,0+150
2024-10-20 00:00:00,1157.665,0+300
2024-10-20 00:00:00,1157.802,3+450
2024-10-20 00:00:00,1158.215,3+250
2024-10-20 00:00:00,1158.375,0+750
2024-10-20 00:00:00,1158.432,3+100
2024-10-20 00:00:00,1158.499,0+450
2024-10-20 00:00:00,1158.54,0+900
2024-10-20 00:00:00,1158.909,1+200
2024-10-20 00:00:00,1158.974,0+600
2024-10-20 00:00:00,1159.053,1+050
2024-10-20 00:00:00,1159.386,2+950
2024-10-20 00:00:00,1159.96,2+800
2024-10-20 00:00:00,1160.45,2+650
2024-10-20 00:00:00,1160.468,1+500
2024-10-20 00:00:00,1160.525,1+350
2024-10-20 00:00:00,1160.608,2+050
2024-10-20 00:00:00,1160.778,1+650
2024-10-20 00:00:00,1160.789,2+500
2024-10-20 00:00:00,1160.889,1+800
2024-10-20 00:00:00,1161.008,2+350
2024-10-20 00:00:00,1161.374,2+200
